rot,Date,day,depth_cm,value,dul_mm,year,site
cs,2001-12-05,339,45 cm depth,0.341,0.32,2001,deka
cs,2001-12-05,339,75 cm depth,0.33,0.317,2001,deka
cs,2001-12-05,339,105 cm depth,0.292,0.311,2001,deka
cs,2001-12-06,340,7 cm depth,0.333,0.317,2001,deka
cs,2001-12-06,340,22 cm depth,0.34,0.317,2001,deka
cs,2001-12-06,340,45 cm depth,0.34,0.32,2001,deka
cs,2001-12-06,340,75 cm depth,0.33,0.317,2001,deka
cs,2001-12-06,340,105 cm depth,0.293,0.311,2001,deka
cs,2001-12-07,341,7 cm depth,0.332,0.317,2001,deka
cs,2001-12-07,341,22 cm depth,0.338,0.317,2001,deka
cs,2001-12-07,341,45 cm depth,0.339,0.32,2001,deka
cs,2001-12-07,341,75 cm depth,0.329,0.317,2001,deka
cs,2001-12-07,341,105 cm depth,0.293,0.311,2001,deka
cs,2001-12-08,342,7 cm depth,0.33,0.317,2001,deka
cs,2001-12-08,342,22 cm depth,0.337,0.317,2001,deka
cs,2001-12-08,342,45 cm depth,0.338,0.32,2001,deka
cs,2001-12-08,342,75 cm depth,0.329,0.317,2001,deka
cs,2001-12-08,342,105 cm depth,0.293,0.311,2001,deka
cs,2001-12-09,343,7 cm depth,0.329,0.317,2001,deka
cs,2001-12-09,343,22 cm depth,0.336,0.317,2001,deka
cs,2001-12-09,343,45 cm depth,0.338,0.32,2001,deka
cs,2001-12-09,343,75 cm depth,0.329,0.317,2001,deka
cs,2001-12-09,343,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-10,344,7 cm depth,0.328,0.317,2001,deka
cs,2001-12-10,344,22 cm depth,0.335,0.317,2001,deka
cs,2001-12-10,344,45 cm depth,0.337,0.32,2001,deka
cs,2001-12-10,344,75 cm depth,0.329,0.317,2001,deka
cs,2001-12-10,344,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-11,345,7 cm depth,0.327,0.317,2001,deka
cs,2001-12-11,345,22 cm depth,0.334,0.317,2001,deka
cs,2001-12-11,345,45 cm depth,0.336,0.32,2001,deka
cs,2001-12-11,345,75 cm depth,0.328,0.317,2001,deka
cs,2001-12-11,345,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-12,346,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-12,346,22 cm depth,0.333,0.317,2001,deka
cs,2001-12-12,346,45 cm depth,0.335,0.32,2001,deka
cs,2001-12-12,346,75 cm depth,0.328,0.317,2001,deka
cs,2001-12-12,346,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-13,347,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-13,347,22 cm depth,0.333,0.317,2001,deka
cs,2001-12-13,347,45 cm depth,0.335,0.32,2001,deka
cs,2001-12-13,347,75 cm depth,0.327,0.317,2001,deka
cs,2001-12-13,347,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-14,348,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-14,348,22 cm depth,0.332,0.317,2001,deka
cs,2001-12-14,348,45 cm depth,0.334,0.32,2001,deka
cs,2001-12-14,348,75 cm depth,0.327,0.317,2001,deka
cs,2001-12-14,348,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-15,349,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-15,349,22 cm depth,0.332,0.317,2001,deka
cs,2001-12-15,349,45 cm depth,0.334,0.32,2001,deka
cs,2001-12-15,349,75 cm depth,0.327,0.317,2001,deka
cs,2001-12-15,349,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-16,350,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-16,350,22 cm depth,0.332,0.317,2001,deka
cs,2001-12-16,350,45 cm depth,0.334,0.32,2001,deka
cs,2001-12-16,350,75 cm depth,0.327,0.317,2001,deka
cs,2001-12-16,350,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-17,351,7 cm depth,0.332,0.317,2001,deka
cs,2001-12-17,351,22 cm depth,0.334,0.317,2001,deka
cs,2001-12-17,351,45 cm depth,0.334,0.32,2001,deka
cs,2001-12-17,351,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-17,351,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-18,352,7 cm depth,0.33,0.317,2001,deka
cs,2001-12-18,352,22 cm depth,0.334,0.317,2001,deka
cs,2001-12-18,352,45 cm depth,0.334,0.32,2001,deka
cs,2001-12-18,352,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-18,352,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-19,353,7 cm depth,0.328,0.317,2001,deka
cs,2001-12-19,353,22 cm depth,0.334,0.317,2001,deka
cs,2001-12-19,353,45 cm depth,0.334,0.32,2001,deka
cs,2001-12-19,353,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-19,353,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-20,354,7 cm depth,0.327,0.317,2001,deka
cs,2001-12-20,354,22 cm depth,0.333,0.317,2001,deka
cs,2001-12-20,354,45 cm depth,0.334,0.32,2001,deka
cs,2001-12-20,354,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-20,354,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-21,355,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-21,355,22 cm depth,0.332,0.317,2001,deka
cs,2001-12-21,355,45 cm depth,0.333,0.32,2001,deka
cs,2001-12-21,355,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-21,355,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-22,356,7 cm depth,0.325,0.317,2001,deka
cs,2001-12-22,356,22 cm depth,0.332,0.317,2001,deka
cs,2001-12-22,356,45 cm depth,0.333,0.32,2001,deka
cs,2001-12-22,356,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-22,356,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-23,357,7 cm depth,0.33,0.317,2001,deka
cs,2001-12-23,357,22 cm depth,0.333,0.317,2001,deka
cs,2001-12-23,357,45 cm depth,0.333,0.32,2001,deka
cs,2001-12-23,357,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-23,357,105 cm depth,0.294,0.311,2001,deka
cs,2001-12-24,358,7 cm depth,0.329,0.317,2001,deka
cs,2001-12-24,358,22 cm depth,0.333,0.317,2001,deka
cs,2001-12-24,358,45 cm depth,0.333,0.32,2001,deka
cs,2001-12-24,358,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-24,358,105 cm depth,0.295,0.311,2001,deka
cs,2001-12-25,359,7 cm depth,0.328,0.317,2001,deka
cs,2001-12-25,359,22 cm depth,0.333,0.317,2001,deka
cs,2001-12-25,359,45 cm depth,0.333,0.32,2001,deka
cs,2001-12-25,359,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-25,359,105 cm depth,0.295,0.311,2001,deka
cs,2001-12-26,360,7 cm depth,0.327,0.317,2001,deka
cs,2001-12-26,360,22 cm depth,0.333,0.317,2001,deka
cs,2001-12-26,360,45 cm depth,0.333,0.32,2001,deka
cs,2001-12-26,360,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-26,360,105 cm depth,0.295,0.311,2001,deka
cs,2001-12-27,361,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-27,361,22 cm depth,0.332,0.317,2001,deka
cs,2001-12-27,361,45 cm depth,0.333,0.32,2001,deka
cs,2001-12-27,361,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-27,361,105 cm depth,0.295,0.311,2001,deka
cs,2001-12-28,362,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-28,362,22 cm depth,0.332,0.317,2001,deka
cs,2001-12-28,362,45 cm depth,0.333,0.32,2001,deka
cs,2001-12-28,362,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-28,362,105 cm depth,0.295,0.311,2001,deka
cs,2001-12-29,363,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-29,363,22 cm depth,0.332,0.317,2001,deka
cs,2001-12-29,363,45 cm depth,0.333,0.32,2001,deka
cs,2001-12-29,363,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-29,363,105 cm depth,0.295,0.311,2001,deka
cs,2001-12-30,364,7 cm depth,0.325,0.317,2001,deka
cs,2001-12-30,364,22 cm depth,0.331,0.317,2001,deka
cs,2001-12-30,364,45 cm depth,0.332,0.32,2001,deka
cs,2001-12-30,364,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-30,364,105 cm depth,0.295,0.311,2001,deka
cs,2001-12-31,365,7 cm depth,0.326,0.317,2001,deka
cs,2001-12-31,365,22 cm depth,0.331,0.317,2001,deka
cs,2001-12-31,365,45 cm depth,0.332,0.32,2001,deka
cs,2001-12-31,365,75 cm depth,0.326,0.317,2001,deka
cs,2001-12-31,365,105 cm depth,0.295,0.311,2001,deka
cs,2002-01-01,1,7 cm depth,0.327,0.317,2002,deka
cs,2002-01-01,1,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-01,1,45 cm depth,0.332,0.32,2002,deka
cs,2002-01-01,1,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-01,1,105 cm depth,0.295,0.311,2002,deka
cs,2002-01-02,2,7 cm depth,0.326,0.317,2002,deka
cs,2002-01-02,2,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-02,2,45 cm depth,0.332,0.32,2002,deka
cs,2002-01-02,2,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-02,2,105 cm depth,0.295,0.311,2002,deka
cs,2002-01-03,3,7 cm depth,0.326,0.317,2002,deka
cs,2002-01-03,3,22 cm depth,0.331,0.317,2002,deka
cs,2002-01-03,3,45 cm depth,0.332,0.32,2002,deka
cs,2002-01-03,3,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-03,3,105 cm depth,0.295,0.311,2002,deka
cs,2002-01-04,4,7 cm depth,0.325,0.317,2002,deka
cs,2002-01-04,4,22 cm depth,0.331,0.317,2002,deka
cs,2002-01-04,4,45 cm depth,0.332,0.32,2002,deka
cs,2002-01-04,4,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-04,4,105 cm depth,0.295,0.311,2002,deka
cs,2002-01-05,5,7 cm depth,0.325,0.317,2002,deka
cs,2002-01-05,5,22 cm depth,0.331,0.317,2002,deka
cs,2002-01-05,5,45 cm depth,0.332,0.32,2002,deka
cs,2002-01-05,5,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-05,5,105 cm depth,0.295,0.311,2002,deka
cs,2002-01-06,6,7 cm depth,0.327,0.317,2002,deka
cs,2002-01-06,6,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-06,6,45 cm depth,0.332,0.32,2002,deka
cs,2002-01-06,6,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-06,6,105 cm depth,0.296,0.311,2002,deka
cs,2002-01-07,7,7 cm depth,0.328,0.317,2002,deka
cs,2002-01-07,7,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-07,7,45 cm depth,0.332,0.32,2002,deka
cs,2002-01-07,7,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-07,7,105 cm depth,0.296,0.311,2002,deka
cs,2002-01-08,8,7 cm depth,0.328,0.317,2002,deka
cs,2002-01-08,8,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-08,8,45 cm depth,0.333,0.32,2002,deka
cs,2002-01-08,8,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-08,8,105 cm depth,0.296,0.311,2002,deka
cs,2002-01-09,9,7 cm depth,0.327,0.317,2002,deka
cs,2002-01-09,9,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-09,9,45 cm depth,0.333,0.32,2002,deka
cs,2002-01-09,9,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-09,9,105 cm depth,0.296,0.311,2002,deka
cs,2002-01-10,10,7 cm depth,0.326,0.317,2002,deka
cs,2002-01-10,10,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-10,10,45 cm depth,0.333,0.32,2002,deka
cs,2002-01-10,10,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-10,10,105 cm depth,0.296,0.311,2002,deka
cs,2002-01-11,11,7 cm depth,0.326,0.317,2002,deka
cs,2002-01-11,11,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-11,11,45 cm depth,0.333,0.32,2002,deka
cs,2002-01-11,11,75 cm depth,0.326,0.317,2002,deka
cs,2002-01-11,11,105 cm depth,0.296,0.311,2002,deka
cs,2002-01-12,12,7 cm depth,0.326,0.317,2002,deka
cs,2002-01-12,12,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-12,12,45 cm depth,0.333,0.32,2002,deka
cs,2002-01-12,12,75 cm depth,0.327,0.317,2002,deka
cs,2002-01-12,12,105 cm depth,0.296,0.311,2002,deka
cs,2002-01-13,13,7 cm depth,0.327,0.317,2002,deka
cs,2002-01-13,13,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-13,13,45 cm depth,0.333,0.32,2002,deka
cs,2002-01-13,13,75 cm depth,0.327,0.317,2002,deka
cs,2002-01-13,13,105 cm depth,0.296,0.311,2002,deka
cs,2002-01-14,14,7 cm depth,0.327,0.317,2002,deka
cs,2002-01-14,14,22 cm depth,0.332,0.317,2002,deka
cs,2002-01-14,14,45 cm depth,0.333,0.32,2002,deka
cs,2002-01-14,14,75 cm depth,0.327,0.317,2002,deka
cs,2002-01-14,14,105 cm depth,0.296,0.311,2002,deka
cs,2002-01-15,15,7 cm depth,0.333,0.317,2002,deka
cs,2002-01-15,15,22 cm depth,0.334,0.317,2002,deka
cs,2002-01-15,15,45 cm depth,0.334,0.32,2002,deka
cs,2002-01-15,15,75 cm depth,0.327,0.317,2002,deka
cs,2002-01-15,15,105 cm depth,0.297,0.311,2002,deka
cs,2002-01-16,16,7 cm depth,0.332,0.317,2002,deka
cs,2002-01-16,16,22 cm depth,0.335,0.317,2002,deka
cs,2002-01-16,16,45 cm depth,0.334,0.32,2002,deka
cs,2002-01-16,16,75 cm depth,0.327,0.317,2002,deka
cs,2002-01-16,16,105 cm depth,0.297,0.311,2002,deka
cs,2002-01-17,17,7 cm depth,0.339,0.317,2002,deka
cs,2002-01-17,17,22 cm depth,0.338,0.317,2002,deka
cs,2002-01-17,17,45 cm depth,0.335,0.32,2002,deka
cs,2002-01-17,17,75 cm depth,0.328,0.317,2002,deka
cs,2002-01-17,17,105 cm depth,0.297,0.311,2002,deka
cs,2002-01-18,18,7 cm depth,0.336,0.317,2002,deka
cs,2002-01-18,18,22 cm depth,0.339,0.317,2002,deka
cs,2002-01-18,18,45 cm depth,0.337,0.32,2002,deka
cs,2002-01-18,18,75 cm depth,0.329,0.317,2002,deka
cs,2002-01-18,18,105 cm depth,0.297,0.311,2002,deka
cs,2002-01-19,19,7 cm depth,0.334,0.317,2002,deka
cs,2002-01-19,19,22 cm depth,0.338,0.317,2002,deka
cs,2002-01-19,19,45 cm depth,0.337,0.32,2002,deka
cs,2002-01-19,19,75 cm depth,0.329,0.317,2002,deka
cs,2002-01-19,19,105 cm depth,0.297,0.311,2002,deka
cs,2002-01-20,20,7 cm depth,0.332,0.317,2002,deka
cs,2002-01-20,20,22 cm depth,0.337,0.317,2002,deka
cs,2002-01-20,20,45 cm depth,0.337,0.32,2002,deka
cs,2002-01-20,20,75 cm depth,0.33,0.317,2002,deka
cs,2002-01-20,20,105 cm depth,0.298,0.311,2002,deka
cs,2002-01-21,21,7 cm depth,0.331,0.317,2002,deka
cs,2002-01-21,21,22 cm depth,0.337,0.317,2002,deka
cs,2002-01-21,21,45 cm depth,0.337,0.32,2002,deka
cs,2002-01-21,21,75 cm depth,0.33,0.317,2002,deka
cs,2002-01-21,21,105 cm depth,0.298,0.311,2002,deka
cs,2002-01-22,22,7 cm depth,0.332,0.317,2002,deka
cs,2002-01-22,22,22 cm depth,0.337,0.317,2002,deka
cs,2002-01-22,22,45 cm depth,0.337,0.32,2002,deka
cs,2002-01-22,22,75 cm depth,0.331,0.317,2002,deka
cs,2002-01-22,22,105 cm depth,0.298,0.311,2002,deka
cs,2002-01-23,23,7 cm depth,0.334,0.317,2002,deka
cs,2002-01-23,23,22 cm depth,0.338,0.317,2002,deka
cs,2002-01-23,23,45 cm depth,0.338,0.32,2002,deka
cs,2002-01-23,23,75 cm depth,0.331,0.317,2002,deka
cs,2002-01-23,23,105 cm depth,0.298,0.311,2002,deka
cs,2002-01-24,24,7 cm depth,0.332,0.317,2002,deka
cs,2002-01-24,24,22 cm depth,0.337,0.317,2002,deka
cs,2002-01-24,24,45 cm depth,0.338,0.32,2002,deka
cs,2002-01-24,24,75 cm depth,0.331,0.317,2002,deka
cs,2002-01-24,24,105 cm depth,0.299,0.311,2002,deka
cs,2002-01-25,25,7 cm depth,0.331,0.317,2002,deka
cs,2002-01-25,25,22 cm depth,0.337,0.317,2002,deka
cs,2002-01-25,25,45 cm depth,0.338,0.32,2002,deka
cs,2002-01-25,25,75 cm depth,0.332,0.317,2002,deka
cs,2002-01-25,25,105 cm depth,0.299,0.311,2002,deka
cs,2002-01-26,26,7 cm depth,0.329,0.317,2002,deka
cs,2002-01-26,26,22 cm depth,0.336,0.317,2002,deka
cs,2002-01-26,26,45 cm depth,0.338,0.32,2002,deka
cs,2002-01-26,26,75 cm depth,0.332,0.317,2002,deka
cs,2002-01-26,26,105 cm depth,0.299,0.311,2002,deka
cs,2002-01-27,27,7 cm depth,0.328,0.317,2002,deka
cs,2002-01-27,27,22 cm depth,0.335,0.317,2002,deka
cs,2002-01-27,27,45 cm depth,0.337,0.32,2002,deka
cs,2002-01-27,27,75 cm depth,0.332,0.317,2002,deka
cs,2002-01-27,27,105 cm depth,0.299,0.311,2002,deka
cs,2002-01-28,28,7 cm depth,0.327,0.317,2002,deka
cs,2002-01-28,28,22 cm depth,0.334,0.317,2002,deka
cs,2002-01-28,28,45 cm depth,0.337,0.32,2002,deka
cs,2002-01-28,28,75 cm depth,0.332,0.317,2002,deka
cs,2002-01-28,28,105 cm depth,0.3,0.311,2002,deka
cs,2002-01-29,29,7 cm depth,0.326,0.317,2002,deka
cs,2002-01-29,29,22 cm depth,0.334,0.317,2002,deka
cs,2002-01-29,29,45 cm depth,0.337,0.32,2002,deka
cs,2002-01-29,29,75 cm depth,0.332,0.317,2002,deka
cs,2002-01-29,29,105 cm depth,0.3,0.311,2002,deka
cs,2002-01-30,30,7 cm depth,0.326,0.317,2002,deka
cs,2002-01-30,30,22 cm depth,0.333,0.317,2002,deka
cs,2002-01-30,30,45 cm depth,0.336,0.32,2002,deka
cs,2002-01-30,30,75 cm depth,0.332,0.317,2002,deka
cs,2002-01-30,30,105 cm depth,0.3,0.311,2002,deka
cs,2002-01-31,31,7 cm depth,0.335,0.317,2002,deka
cs,2002-01-31,31,22 cm depth,0.336,0.317,2002,deka
cs,2002-01-31,31,45 cm depth,0.337,0.32,2002,deka
cs,2002-01-31,31,75 cm depth,0.332,0.317,2002,deka
cs,2002-01-31,31,105 cm depth,0.3,0.311,2002,deka
cs,2002-02-01,32,7 cm depth,0.352,0.317,2002,deka
cs,2002-02-01,32,22 cm depth,0.346,0.317,2002,deka
cs,2002-02-01,32,45 cm depth,0.34,0.32,2002,deka
cs,2002-02-01,32,75 cm depth,0.333,0.317,2002,deka
cs,2002-02-01,32,105 cm depth,0.3,0.311,2002,deka
cs,2002-02-02,33,7 cm depth,0.347,0.317,2002,deka
cs,2002-02-02,33,22 cm depth,0.347,0.317,2002,deka
cs,2002-02-02,33,45 cm depth,0.343,0.32,2002,deka
cs,2002-02-02,33,75 cm depth,0.334,0.317,2002,deka
cs,2002-02-02,33,105 cm depth,0.3,0.311,2002,deka
cs,2002-02-03,34,7 cm depth,0.342,0.317,2002,deka
cs,2002-02-03,34,22 cm depth,0.346,0.317,2002,deka
cs,2002-02-03,34,45 cm depth,0.344,0.32,2002,deka
cs,2002-02-03,34,75 cm depth,0.335,0.317,2002,deka
cs,2002-02-03,34,105 cm depth,0.301,0.311,2002,deka
cs,2002-02-04,35,7 cm depth,0.339,0.317,2002,deka
cs,2002-02-04,35,22 cm depth,0.345,0.317,2002,deka
cs,2002-02-04,35,45 cm depth,0.344,0.32,2002,deka
cs,2002-02-04,35,75 cm depth,0.336,0.317,2002,deka
cs,2002-02-04,35,105 cm depth,0.301,0.311,2002,deka
cs,2002-02-05,36,7 cm depth,0.337,0.317,2002,deka
cs,2002-02-05,36,22 cm depth,0.344,0.317,2002,deka
cs,2002-02-05,36,45 cm depth,0.344,0.32,2002,deka
cs,2002-02-05,36,75 cm depth,0.337,0.317,2002,deka
cs,2002-02-05,36,105 cm depth,0.302,0.311,2002,deka
cs,2002-02-06,37,7 cm depth,0.337,0.317,2002,deka
cs,2002-02-06,37,22 cm depth,0.343,0.317,2002,deka
cs,2002-02-06,37,45 cm depth,0.344,0.32,2002,deka
cs,2002-02-06,37,75 cm depth,0.338,0.317,2002,deka
cs,2002-02-06,37,105 cm depth,0.302,0.311,2002,deka
cs,2002-02-07,38,7 cm depth,0.335,0.317,2002,deka
cs,2002-02-07,38,22 cm depth,0.342,0.317,2002,deka
cs,2002-02-07,38,45 cm depth,0.344,0.32,2002,deka
cs,2002-02-07,38,75 cm depth,0.338,0.317,2002,deka
cs,2002-02-07,38,105 cm depth,0.303,0.311,2002,deka
cs,2002-02-08,39,7 cm depth,0.334,0.317,2002,deka
cs,2002-02-08,39,22 cm depth,0.341,0.317,2002,deka
cs,2002-02-08,39,45 cm depth,0.343,0.32,2002,deka
cs,2002-02-08,39,75 cm depth,0.338,0.317,2002,deka
cs,2002-02-08,39,105 cm depth,0.303,0.311,2002,deka
cs,2002-02-09,40,7 cm depth,0.333,0.317,2002,deka
cs,2002-02-09,40,22 cm depth,0.34,0.317,2002,deka
cs,2002-02-09,40,45 cm depth,0.343,0.32,2002,deka
cs,2002-02-09,40,75 cm depth,0.338,0.317,2002,deka
cs,2002-02-09,40,105 cm depth,0.304,0.311,2002,deka
cs,2002-02-10,41,7 cm depth,0.335,0.317,2002,deka
cs,2002-02-10,41,22 cm depth,0.34,0.317,2002,deka
cs,2002-02-10,41,45 cm depth,0.343,0.32,2002,deka
cs,2002-02-10,41,75 cm depth,0.338,0.317,2002,deka
cs,2002-02-10,41,105 cm depth,0.304,0.311,2002,deka
cs,2002-02-11,42,7 cm depth,0.34,0.317,2002,deka
cs,2002-02-11,42,22 cm depth,0.343,0.317,2002,deka
cs,2002-02-11,42,45 cm depth,0.343,0.32,2002,deka
cs,2002-02-11,42,75 cm depth,0.339,0.317,2002,deka
cs,2002-02-11,42,105 cm depth,0.305,0.311,2002,deka
cs,2002-02-12,43,7 cm depth,0.338,0.317,2002,deka
cs,2002-02-12,43,22 cm depth,0.343,0.317,2002,deka
cs,2002-02-12,43,45 cm depth,0.344,0.32,2002,deka
cs,2002-02-12,43,75 cm depth,0.339,0.317,2002,deka
cs,2002-02-12,43,105 cm depth,0.305,0.311,2002,deka
cs,2002-02-13,44,7 cm depth,0.336,0.317,2002,deka
cs,2002-02-13,44,22 cm depth,0.342,0.317,2002,deka
cs,2002-02-13,44,45 cm depth,0.344,0.32,2002,deka
cs,2002-02-13,44,75 cm depth,0.34,0.317,2002,deka
cs,2002-02-13,44,105 cm depth,0.305,0.311,2002,deka
cs,2002-02-14,45,7 cm depth,0.334,0.317,2002,deka
cs,2002-02-14,45,22 cm depth,0.341,0.317,2002,deka
cs,2002-02-14,45,45 cm depth,0.344,0.32,2002,deka
cs,2002-02-14,45,75 cm depth,0.34,0.317,2002,deka
cs,2002-02-14,45,105 cm depth,0.306,0.311,2002,deka
cs,2002-02-15,46,7 cm depth,0.333,0.317,2002,deka
cs,2002-02-15,46,22 cm depth,0.34,0.317,2002,deka
cs,2002-02-15,46,45 cm depth,0.344,0.32,2002,deka
cs,2002-02-15,46,75 cm depth,0.34,0.317,2002,deka
cs,2002-02-15,46,105 cm depth,0.306,0.311,2002,deka
cs,2002-02-16,47,7 cm depth,0.332,0.317,2002,deka
cs,2002-02-16,47,22 cm depth,0.34,0.317,2002,deka
cs,2002-02-16,47,45 cm depth,0.343,0.32,2002,deka
cs,2002-02-16,47,75 cm depth,0.34,0.317,2002,deka
cs,2002-02-16,47,105 cm depth,0.306,0.311,2002,deka
cs,2002-02-17,48,7 cm depth,0.331,0.317,2002,deka
cs,2002-02-17,48,22 cm depth,0.339,0.317,2002,deka
cs,2002-02-17,48,45 cm depth,0.343,0.32,2002,deka
cs,2002-02-17,48,75 cm depth,0.34,0.317,2002,deka
cs,2002-02-17,48,105 cm depth,0.307,0.311,2002,deka
cs,2002-02-18,49,7 cm depth,0.331,0.317,2002,deka
cs,2002-02-18,49,22 cm depth,0.339,0.317,2002,deka
cs,2002-02-18,49,45 cm depth,0.343,0.32,2002,deka
cs,2002-02-18,49,75 cm depth,0.34,0.317,2002,deka
cs,2002-02-18,49,105 cm depth,0.307,0.311,2002,deka
cs,2002-02-19,50,7 cm depth,0.33,0.317,2002,deka
cs,2002-02-19,50,22 cm depth,0.338,0.317,2002,deka
cs,2002-02-19,50,45 cm depth,0.342,0.32,2002,deka
cs,2002-02-19,50,75 cm depth,0.34,0.317,2002,deka
cs,2002-02-19,50,105 cm depth,0.307,0.311,2002,deka
cs,2002-02-20,51,7 cm depth,0.368,0.317,2002,deka
cs,2002-02-20,51,22 cm depth,0.356,0.317,2002,deka
cs,2002-02-20,51,45 cm depth,0.347,0.32,2002,deka
cs,2002-02-20,51,75 cm depth,0.341,0.317,2002,deka
cs,2002-02-20,51,105 cm depth,0.307,0.311,2002,deka
cs,2002-02-21,52,7 cm depth,0.366,0.317,2002,deka
cs,2002-02-21,52,22 cm depth,0.363,0.317,2002,deka
cs,2002-02-21,52,45 cm depth,0.355,0.32,2002,deka
cs,2002-02-21,52,75 cm depth,0.344,0.317,2002,deka
cs,2002-02-21,52,105 cm depth,0.308,0.311,2002,deka
cs,2002-02-22,53,7 cm depth,0.356,0.317,2002,deka
cs,2002-02-22,53,22 cm depth,0.36,0.317,2002,deka
cs,2002-02-22,53,45 cm depth,0.357,0.32,2002,deka
cs,2002-02-22,53,75 cm depth,0.347,0.317,2002,deka
cs,2002-02-22,53,105 cm depth,0.309,0.311,2002,deka
cs,2002-02-23,54,7 cm depth,0.35,0.317,2002,deka
cs,2002-02-23,54,22 cm depth,0.357,0.317,2002,deka
cs,2002-02-23,54,45 cm depth,0.357,0.32,2002,deka
cs,2002-02-23,54,75 cm depth,0.35,0.317,2002,deka
cs,2002-02-23,54,105 cm depth,0.311,0.311,2002,deka
cs,2002-02-24,55,7 cm depth,0.346,0.317,2002,deka
cs,2002-02-24,55,22 cm depth,0.354,0.317,2002,deka
cs,2002-02-24,55,45 cm depth,0.356,0.32,2002,deka
cs,2002-02-24,55,75 cm depth,0.352,0.317,2002,deka
cs,2002-02-24,55,105 cm depth,0.312,0.311,2002,deka
cs,2002-02-25,56,7 cm depth,0.342,0.317,2002,deka
cs,2002-02-25,56,22 cm depth,0.351,0.317,2002,deka
cs,2002-02-25,56,45 cm depth,0.355,0.32,2002,deka
cs,2002-02-25,56,75 cm depth,0.353,0.317,2002,deka
cs,2002-02-25,56,105 cm depth,0.313,0.311,2002,deka
cs,2002-02-26,57,7 cm depth,0.341,0.317,2002,deka
cs,2002-02-26,57,22 cm depth,0.349,0.317,2002,deka
cs,2002-02-26,57,45 cm depth,0.354,0.32,2002,deka
cs,2002-02-26,57,75 cm depth,0.353,0.317,2002,deka
cs,2002-02-26,57,105 cm depth,0.314,0.311,2002,deka
cs,2002-02-27,58,7 cm depth,0.34,0.317,2002,deka
cs,2002-02-27,58,22 cm depth,0.348,0.317,2002,deka
cs,2002-02-27,58,45 cm depth,0.354,0.32,2002,deka
cs,2002-02-27,58,75 cm depth,0.354,0.317,2002,deka
cs,2002-02-27,58,105 cm depth,0.315,0.311,2002,deka
